tick,bonds.long.interest,bonds.long.minimum,bonds.long.term,bonds.mid.interest,bonds.mid.minimum,bonds.mid.term,bonds.short.interest,bonds.short.minimum,bonds.short.term,cds.long.interest,cds.long.minimum,cds.long.term,cds.mid.interest,cds.mid.minimum,cds.mid.term,cds.short.interest,cds.short.minimum,cds.short.term,crop.adjusted,crop.value,fund.adjusted,fund.value,gold.adjusted,gold.value,savings.rate,stocks.1595.adjusted,stocks.1595.value,stocks.1667.adjusted,stocks.1667.value,stocks.1671.adjusted,stocks.1671.value,stocks.1673.adjusted,stocks.1673.value,stocks.1675.adjusted,stocks.1675.value,stocks.1677.adjusted,stocks.1677.value,stocks.1679.adjusted,stocks.1679.value,stocks.1681.adjusted,stocks.1681.value,stocks.1683.adjusted,stocks.1683.value,stocks.1685.adjusted,stocks.1685.value,stocks.1687.adjusted,stocks.1687.value,stocks.1689.adjusted,stocks.1689.value,stocks.1691.adjusted,stocks.1691.value,stocks.1693.adjusted,stocks.1693.value,stocks.1695.adjusted,stocks.1695.value,stocks.1699.adjusted,stocks.1699.value,stocks.1701.adjusted,stocks.1701.value,stocks.1703.adjusted,stocks.1703.value,stocks.1705.adjusted,stocks.1705.value,stocks.232.adjusted,stocks.232.value,stocks.280.adjusted,stocks.280.value,stocks.282.adjusted,stocks.282.value,stocks.283.adjusted,stocks.283.value,stocks.284.adjusted,stocks.284.value,stocks.287.adjusted,stocks.287.value,stocks.288.adjusted,stocks.288.value,stocks.289.adjusted,stocks.289.value,stocks.290.adjusted,stocks.290.value,stocks.291.adjusted,stocks.291.value,stocks.292.adjusted,stocks.292.value,stocks.297.adjusted,stocks.297.value,stocks.298.adjusted,stocks.298.value,stocks.300.adjusted,stocks.300.value,stocks.301.adjusted,stocks.301.value,stocks.302.adjusted,stocks.302.value,stocks.303.adjusted,stocks.303.value,stocks.304.adjusted,stocks.304.value,stocks.305.adjusted,stocks.305.value,stocks.306.adjusted,stocks.306.value,stocks.307.adjusted,stocks.307.value,stocks.45.adjusted,stocks.45.value
276,6.7,1000,120,6.04,500,60,3.61,250,12,6.19,1000,36,5.19,500,12,3.19,250,3,3.81,2.17,772.19,438.82,579.03,329.05,2.2021,61.05,34.69,40.75,23.16,60.82,34.56,17.71,10.06,17.05,9.69,20.23,11.5,25.77,14.64,28.45,16.17,27.89,15.85,17.16,9.75,17.63,10.02,12.29,6.99,15.41,8.76,11.34,6.44,15.95,9.06,56.04,31.85,28.49,16.19,265.88,151.09,16.72,9.5,22.05,12.53,12.68,7.21,13.93,7.91,22.38,12.72,56.18,31.92,22.77,12.94,26.95,15.31,25.52,14.5,71.2,40.46,7.33,4.17,8.99,5.11,32.44,18.44,30.57,17.38,11.02,6.26,58.51,33.25,20.02,11.38,8.74,4.97,,,3.89,2.21,57.49,32.67,34.75,19.75,44.32,25.19
277,6.38,1000,120,5.55,500,60,3.4,250,12,6.12,1000,36,5.12,500,12,3.12,250,3,3.75,2.13,770.51,438.78,578.27,329.31,1.87,65.94,37.55,40.76,23.21,59.92,34.13,17.12,9.75,17.62,10.03,19.71,11.23,24.49,13.95,27.66,15.75,26.47,15.07,18.22,10.38,16.79,9.56,10.99,6.26,14.49,8.25,12.1,6.89,16.35,9.31,55.59,31.66,30.62,17.44,280.45,159.71,14.27,8.13,22.83,13,12.58,7.17,14.86,8.46,19.48,11.09,56.25,32.03,23.54,13.41,26.94,15.34,23.71,13.5,77.25,43.99,8.78,5,9.1,5.18,30.4,17.31,32.49,18.5,11.41,6.5,59.49,33.88,19.65,11.19,9.82,5.59,11.08,6.31,3.96,2.26,56.07,31.93,30.95,17.63,43.02,24.5
278,5.94,1000,120,5.12,500,60,3.3,250,12,6.11,1000,36,5.11,500,12,3.11,250,3,3.89,2.22,777.5,443.38,579.12,330.25,1.815,63.53,36.23,43.47,24.79,59.84,34.13,14.58,8.31,17.21,9.81,19.78,11.28,25.05,14.28,29.08,16.58,26.69,15.22,18.08,10.31,14.92,8.51,10.28,5.86,13.99,7.98,12.01,6.85,19.18,10.94,61.86,35.28,32.22,18.38,299.89,171.01,13.81,7.88,24,13.69,12.35,7.04,14.72,8.39,18.8,10.72,58.46,33.34,23.23,13.25,27.84,15.88,24.77,14.13,80.78,46.06,7.31,4.17,9.81,5.59,32.66,18.63,31.78,18.13,11.31,6.45,62.47,35.63,21.15,12.06,8.17,4.66,10.77,6.14,3.81,2.17,55.66,31.74,30.14,17.19,46.25,26.38
279,6.06,1000,120,5.24,500,60,3.32,250,12,6.09,1000,36,5.09,500,12,3.09,250,3,4.02,2.3,789.28,451.67,597.44,341.89,2.158,63.79,36.51,44,25.18,65.31,37.38,14.09,8.06,18.79,10.75,19.15,10.96,25.64,14.67,27.09,15.5,29.12,16.67,19.11,10.94,15.95,9.13,10.2,5.84,14.18,8.11,12.06,6.9,20.1,11.5,70.07,40.1,30.58,17.5,324.63,185.77,13.54,7.75,22.5,12.88,13.03,7.46,16.62,9.51,18.62,10.66,60.17,34.43,23.86,13.66,28.89,16.53,24.03,13.75,100.89,57.74,10.19,5.83,10.16,5.82,34.08,19.5,34.95,20,12.03,6.89,64.22,36.75,24.08,13.78,6.88,3.94,10.4,5.95,3.85,2.2,53.64,30.7,30.58,17.5,47.89,27.41
280,6.05,1000,120,5.14,500,60,3.26,250,12,6.1,1000,36,5.1,500,12,3.1,250,3,4.04,2.32,764.82,438.89,640.83,367.74,2.2494,57.78,33.16,40.55,23.27,65.24,37.44,12.74,7.31,20.64,11.84,18.82,10.8,23.58,13.53,25.99,14.92,26.85,15.41,18.08,10.38,14.34,8.23,10.61,6.09,13.02,7.47,11.88,6.82,24.4,14,76.18,43.72,30.39,17.44,321.39,184.43,10.24,5.88,21.29,12.22,13.36,7.67,17.53,10.06,18.79,10.78,59.62,34.21,21.95,12.59,28.92,16.59,21.78,12.5,97.09,55.71,12.34,7.08,9.49,5.44,33.49,19.22,32.46,18.63,10.31,5.92,64.69,37.13,24.23,13.91,6.26,3.59,11.33,6.5,3.36,1.93,56.18,32.24,33.11,19,49.12,28.19
281,6.07,1000,120,5.28,500,60,3.55,250,12,6.21,1000,36,5.21,500,12,3.21,250,3,3.82,2.19,784.04,450.23,647.68,371.93,1.917,58.03,33.32,42.28,24.28,69.87,40.13,13.06,7.5,20.35,11.69,17.87,10.26,23.66,13.59,28.01,16.08,26.9,15.44,17.74,10.19,13.71,7.88,10.5,6.03,14.19,8.15,11.44,6.57,24.82,14.25,86.11,49.45,30.37,17.44,349.15,200.5,10.67,6.13,23.18,13.31,13.5,7.75,16.64,9.56,19.37,11.13,59.2,33.99,20.46,11.75,28.46,16.34,20.9,12,99.73,57.27,17.41,10,9.67,5.55,33.52,19.25,38.31,22,10.52,6.04,60.08,34.5,25.09,14.41,6.8,3.91,11.62,6.67,3.52,2.02,57.53,33.04,34.5,19.81,49.14,28.22
282,5.8,1000,120,5.04,500,60,3.41,250,12,6.16,1000,36,5.16,500,12,3.16,250,3,4.11,2.36,783.49,450.54,683.06,392.79,2.3529,61,35.08,46.53,26.75,73.26,42.13,12.17,7,19.35,11.13,17.56,10.1,24.66,14.18,25.22,14.5,27.31,15.7,19.13,11,13.75,7.91,10,5.75,13.58,7.81,11.83,6.81,20.98,12.06,92.15,52.99,29.56,17,320.39,184.24,10.65,6.13,21.57,12.41,13.88,7.98,16.54,9.51,17.93,10.31,60.63,34.87,21.52,12.38,28.75,16.53,23.04,13.25,114.48,65.83,18.84,10.83,8.75,5.03,33.91,19.5,41.74,24,9.56,5.5,65.65,37.75,24.35,14,6.09,3.5,12.12,6.97,3.07,1.77,54.88,31.56,32.17,18.5,46.95,27
283,5.83,1000,120,5.16,500,60,3.53,250,12,6.14,1000,36,5.14,500,12,3.14,250,3,4.09,2.36,781.26,450.19,655.93,377.97,2.4357,56.11,32.33,46.82,26.98,71.59,41.25,11.93,6.88,20.17,11.63,17.53,10.1,21.87,12.6,23.57,13.58,28.02,16.15,18.66,10.75,13.07,7.53,9.69,5.58,12.43,7.16,11.45,6.6,20.72,11.94,93.13,53.67,29.28,16.88,279.76,161.21,11.06,6.38,18.93,10.91,14.32,8.25,16.98,9.79,15.84,9.13,64.86,37.37,21.96,12.66,28.74,16.56,23.86,13.75,117.75,67.85,16.63,9.58,9.19,5.29,35.25,20.31,49.89,28.75,9.94,5.73,66.6,38.38,24.13,13.91,6.35,3.66,12.99,7.48,3.16,1.82,54.87,31.62,33.95,19.56,47.29,27.25
284,5.46,1000,120,4.81,500,60,3.36,250,12,6.12,1000,36,5.12,500,12,3.12,250,3,4.09,2.36,803.34,463.55,615.1,354.93,2.1504,55.85,32.22,49.68,28.67,73.65,42.5,13.76,7.94,23.07,13.31,17.89,10.32,22.38,12.91,25.13,14.5,28.5,16.44,17.98,10.38,13.47,7.77,10.11,5.84,12.53,7.23,12.47,7.19,27.73,16,100.19,57.81,28.38,16.38,316.94,182.89,11.7,6.75,19.82,11.44,14.19,8.19,16.09,9.28,17.6,10.16,63.82,36.83,22.2,12.81,28.22,16.28,21.66,12.5,126.94,73.25,18.77,10.83,10.4,6,39.53,22.81,52.42,30.25,9.62,5.55,67.15,38.75,24.86,14.34,5.79,3.34,12.86,7.42,3.37,1.95,55.55,32.05,34.34,19.81,47.39,27.34
285,5.34,1000,120,4.72,500,60,3.35,250,12,6.24,1000,36,5.24,500,12,3.24,250,3,4.19,2.43,792.05,458.93,628.91,364.4,2.278,55.24,32,49.38,28.61,75.29,43.63,13.27,7.69,24.7,14.31,17.33,10.04,21.49,12.45,24.31,14.08,28.51,16.52,17.8,10.31,13.12,7.6,10.51,6.09,10.37,6.01,12.46,7.22,22.98,13.31,104.98,60.83,28.91,16.75,321.47,186.27,11.22,6.5,18.18,10.53,13.77,7.98,17.44,10.1,16.94,9.81,65.06,37.7,22.22,12.88,28.26,16.38,20.93,12.13,137.16,79.47,14.38,8.33,10.17,5.89,36.89,21.38,58.68,34,9.92,5.75,66.23,38.38,25.78,14.94,4.42,2.56,12.89,7.47,3.24,1.88,51.27,29.71,33.12,19.19,44.44,25.75
286,5.56,1000,120,4.96,500,60,3.53,250,12,6.35,1000,36,5.35,500,12,3.35,250,3,4.49,2.61,805.2,467.83,643.79,374.05,2.471,60.47,35.13,48.95,28.44,77.24,44.88,14.95,8.69,27.11,15.75,17.77,10.32,22.67,13.17,26.25,15.25,26.45,15.37,17.75,10.31,13.39,7.78,10.96,6.37,11.1,6.45,12.86,7.47,17.21,10,108.85,63.24,30.44,17.69,341.81,198.59,12.05,7,19.79,11.5,13.89,8.07,19.43,11.29,18.13,10.53,65.26,37.92,20.06,11.66,28.02,16.28,18.72,10.88,125.71,73.04,14.34,8.33,9.3,5.41,37.97,22.06,63.68,37,9.97,5.79,66.26,38.5,26.79,15.56,5.54,3.22,14.15,8.22,2.78,1.62,50.92,29.59,32.27,18.75,44.53,25.88
287,5.82,1000,120,5.14,500,60,3.62,250,12,6.26,1000,36,5.26,500,12,3.26,250,3,4.91,2.86,793.41,461.93,658.93,383.63,1.9548,62.04,36.12,46.53,27.09,77.29,45,15.03,8.75,24.26,14.13,17.24,10.04,21.56,12.55,27.05,15.75,25.32,14.74,16.75,9.75,13.28,7.73,11.28,6.57,10.96,6.38,12.19,7.1,16.42,9.56,98.65,57.44,29.31,17.06,339.76,197.81,11.16,6.5,23.51,13.69,14.13,8.23,19.35,11.27,18.79,10.94,62.88,36.61,20.34,11.84,27,15.72,18.68,10.88,114.76,66.82,12.17,7.08,8.64,5.03,36.18,21.06,67.42,39.25,10.29,5.99,62.48,36.38,26.19,15.25,5.37,3.13,13.18,7.67,3.09,1.8,56.75,33.04,33.17,19.31,46.8,27.25
288,5.83,1000,120,5.21,500,60,3.63,250,12,6.15,1000,36,5.15,500,12,3.15,250,3,5.26,3.06,804.97,468.66,663.96,386.56,1.9602,67.14,39.09,46.73,27.2,78.37,45.63,13.96,8.13,20.83,12.13,18.02,10.49,21.65,12.6,27.34,15.92,24.68,14.37,17.07,9.94,13.2,7.69,11.47,6.68,11.31,6.59,12.05,7.01,15.24,8.88,96.32,56.08,29.84,17.38,342.14,199.2,8.8,5.13,24.31,14.16,15.12,8.8,20.37,11.86,19.27,11.22,65.13,37.92,20.99,12.22,27.27,15.88,19.32,11.25,109.06,63.49,12.88,7.5,8.52,4.96,36.82,21.44,62.69,36.5,9.63,5.6,65.05,37.88,27.54,16.03,5.37,3.13,12.99,7.56,3.29,1.91,57.8,33.65,37.04,21.56,46.75,27.22
289,5.77,1000,120,5.1,500,60,3.6,250,12,6.43,1000,36,5.43,500,12,3.43,250,3,4.98,2.9,824.94,481.6,654.17,381.9,1.836,73.53,42.93,43.33,25.29,82.43,48.13,14.99,8.75,23.55,13.75,20.19,11.79,20.97,12.24,26.12,15.25,24.87,14.52,17.24,10.06,14.19,8.28,11.44,6.68,10.99,6.42,13.16,7.68,17.45,10.19,101.48,59.25,31.05,18.13,334.1,195.05,6.85,4,24.36,14.22,15.34,8.96,20.94,12.23,18.09,10.56,62.71,36.61,21.63,12.63,28.48,16.63,24.84,14.5,118.71,69.31,17.13,10,9.45,5.52,35.65,20.81,60.38,35.25,9.42,5.5,61.67,36,29.17,17.03,6.58,3.84,13.49,7.88,2.8,1.63,64.09,37.41,37.04,21.63,46.03,26.88
290,6.28,1000,120,5.74,500,60,4.16,250,12,6.77,1000,36,5.77,500,12,3.77,250,3,5.02,2.94,798.09,467.19,656.11,384.08,2.8288,72.87,42.65,41.96,24.56,77.3,45.25,16.66,9.75,22.95,13.44,19.75,11.56,19.68,11.52,24.49,14.33,25.31,14.81,16.87,9.88,13.49,7.9,10.64,6.23,10.55,6.18,12.41,7.26,18.36,10.75,105.58,61.81,30.75,18,310.58,181.81,8.54,5,22.58,13.22,15.02,8.79,19.48,11.4,17.14,10.03,57.51,33.67,20.77,12.16,27.6,16.16,22.42,13.13,104.92,61.42,17.08,10,8.73,5.11,33.42,19.56,55.95,32.75,10.21,5.98,56.59,33.13,27.65,16.19,6.67,3.91,12.89,7.55,2.71,1.59,60.75,35.56,39.93,23.38,44.9,26.28
291,6.77,1000,120,6.23,500,60,4.5,250,12,7.01,1000,36,6.01,500,12,4.01,250,3,4.69,2.75,760.6,445.55,644.07,377.29,2.565,70.47,41.28,39.63,23.21,69.14,40.5,16.96,9.94,24.97,14.63,18.39,10.77,19.58,11.47,22.33,13.08,24.15,14.15,16.43,9.63,12.86,7.53,10.39,6.09,10.49,6.14,11.29,6.61,26.57,15.56,101.91,59.7,30.83,18.06,288.88,169.22,6.72,3.94,23.05,13.5,14.17,8.3,18.22,10.67,15.84,9.28,53.94,31.6,19.42,11.38,27.15,15.91,22.19,13,98.47,57.69,19.2,11.25,8.4,4.92,33.61,19.69,48.23,28.25,10.44,6.11,53.56,31.38,26.46,15.5,5.81,3.41,11.42,6.69,2.69,1.58,57.66,33.78,38.73,22.69,42.25,24.75
292,7.06,1000,120,6.64,500,60,5.07,250,12,7.51,1000,36,6.51,500,12,4.51,250,3,4.62,2.71,765.05,449.07,650,381.54,3.3462,75.19,44.14,39.84,23.38,68.15,40,17.57,10.31,27.26,16,17.68,10.38,18.39,10.8,22.01,12.92,22.97,13.48,16.29,9.56,12.81,7.52,10.85,6.37,10.64,6.25,11.24,6.6,22.04,12.94,91.69,53.82,30.24,17.75,309.73,181.81,8.94,5.25,24.44,14.34,13.75,8.07,17.72,10.4,17.68,10.38,54.02,31.71,21.88,12.84,26.3,15.44,21.08,12.38,96.51,56.65,19.88,11.67,8.64,5.07,35.56,20.88,46.42,27.25,10.9,6.4,54.52,32,29.76,17.47,5.86,3.44,11.13,6.53,2.76,1.62,53.76,31.56,37.91,22.25,41.85,24.56
293,7.12,1000,120,6.74,500,60,5.36,250,12,7.52,1000,36,6.52,500,12,4.52,250,3,4.77,2.81,775.61,456.5,655.14,385.6,3.3232,75.18,44.25,40.68,23.94,65.62,38.63,18.58,10.94,24.74,14.56,18.4,10.83,19.22,11.31,24.21,14.25,24.92,14.67,17.31,10.19,12.62,7.43,11.3,6.65,11.77,6.93,13,7.65,23.26,13.69,96.05,56.53,29.95,17.63,283.61,166.92,7.65,4.5,26.76,15.75,14.05,8.27,17.9,10.54,18.74,11.03,53.5,31.49,23.47,13.81,25.91,15.25,19.96,11.75,92.37,54.37,18.41,10.83,8.68,5.11,34.83,20.5,45.02,26.5,11.1,6.53,49.06,28.88,29.73,17.5,6.27,3.69,11.44,6.73,3.05,1.8,58.02,34.15,39.4,23.19,43.11,25.38
294,7.34,1000,120,6.95,500,60,5.5,250,12,7.73,1000,36,6.73,500,12,4.73,250,3,4.1,2.42,752.28,444.27,652.72,385.47,2.75,72.88,43.04,42.64,25.18,60.75,35.88,17.99,10.63,24.98,14.75,18.05,10.66,18.94,11.18,26.39,15.58,25.21,14.89,17.14,10.13,12.17,7.19,11.12,6.57,12.13,7.16,13.78,8.14,20.95,12.38,91.9,54.27,27.41,16.19,265.88,157.02,5.5,3.25,24.98,14.75,13.33,7.88,18.42,10.88,18.26,10.78,52.95,31.27,21.7,12.81,24.18,14.28,20.11,11.88,91.35,53.95,16.93,10,8.59,5.07,36.72,21.69,46.57,27.5,11.41,6.74,48.05,28.38,30.43,17.97,5.34,3.16,11.83,6.98,2.76,1.63,55.52,32.79,39.16,23.13,42.54,25.13
295,7.13,1000,120,6.75,500,60,5.4,250,12,7.81,1000,36,6.81,500,12,4.81,250,3,3.67,2.18,772.88,458.28,641.54,380.4,3.24,75.45,44.74,43.13,25.57,60.5,35.88,18.45,10.94,23.72,14.06,18.83,11.17,17.47,10.36,26.84,15.92,24.92,14.78,18.34,10.88,12.37,7.33,10.55,6.26,12.02,7.13,13.12,7.78,22.66,13.44,108.31,64.22,27.83,16.5,276.74,164.09,4.95,2.94,26.09,15.47,14.12,8.38,19.7,11.68,19.82,11.75,56.23,33.34,23.51,13.94,25.09,14.88,22.14,13.13,93.79,55.61,15.46,9.17,8.8,5.22,35.31,20.94,48.06,28.5,11.49,6.81,51.44,30.5,32.2,19.09,5.74,3.41,10.88,6.45,2.78,1.65,60.39,35.81,37.63,22.31,44.8,26.56
296,7.19,1000,120,6.81,500,60,5.56,250,12,8.03,1000,36,7.03,500,12,5.03,250,3,3.76,2.23,800.29,475.49,659.34,391.74,3.892,79.18,47.05,41.34,24.56,58.49,34.75,19.67,11.69,22.3,13.25,20.43,12.14,18.65,11.08,26.93,16,25.71,15.28,17.36,10.31,12.82,7.61,11.24,6.68,12.91,7.67,12.53,7.44,23.14,13.75,107.58,63.92,29.45,17.5,279.57,166.1,4.52,2.69,28.14,16.72,14.03,8.33,18.12,10.77,21.09,12.53,56.67,33.67,23.35,13.88,25.04,14.88,24.62,14.63,102.33,60.8,15.43,9.17,8.66,5.14,34.61,20.56,47.97,28.5,11.64,6.92,53.02,31.5,31.87,18.94,7,4.16,10.36,6.16,2.92,1.73,63.8,37.91,38.29,22.75,46.18,27.44
297,7.62,1000,120,7.28,500,60,5.96,250,12,8.51,1000,36,7.51,500,12,5.51,250,3,3.63,2.16,777.52,462.27,655.24,389.57,3.4568,78.3,46.55,40.18,23.89,56.98,33.88,16.82,10,23.65,14.06,20.62,12.26,19.85,11.8,26.77,15.92,24.95,14.83,17.45,10.38,12.42,7.39,11.8,7.01,12.79,7.6,11.84,7.04,25.12,14.94,107,63.62,30.17,17.94,262.22,155.9,5.99,3.56,29.12,17.31,13.7,8.15,16.96,10.08,21.55,12.81,56.63,33.67,20.76,12.34,24.34,14.47,24.6,14.63,90.74,53.95,14.72,8.75,8.84,5.26,35.85,21.31,48.78,29,10.62,6.31,52.35,31.13,31.43,18.69,6.68,3.97,9.86,5.86,2.93,1.74,65.62,39.02,36.79,21.88,46.15,27.44
298,7.91,1000,120,7.58,500,60,6.25,250,12,8.79,1000,36,7.79,500,12,5.79,250,3,3.62,2.16,792.21,472.26,644.64,384.29,3.5,75.14,44.8,39.32,23.44,58.71,35,20.65,12.31,22.23,13.25,22.65,13.5,19.32,11.52,25.86,15.42,23.21,13.83,17.3,10.31,12.32,7.34,11.62,6.93,11.85,7.06,12.46,7.43,22.02,13.13,118.35,70.55,29.25,17.44,256.64,152.99,5.24,3.13,31.19,18.59,13.63,8.13,17.98,10.72,22.75,13.56,57.76,34.43,20.71,12.34,26.11,15.56,22.44,13.38,94.68,56.44,12.58,7.5,9.32,5.55,34.91,20.81,43.61,26,10.83,6.46,53.47,31.88,34.91,20.81,7.34,4.38,9.65,5.75,2.96,1.77,61.42,36.61,36.8,21.94,46.13,27.5
299,7.92,1000,120,7.8,500,60,6.94,250,12,9.29,1000,36,8.29,500,12,6.29,250,3,3.75,2.24,759.3,453.55,634.93,379.26,4.164,72.24,43.15,37.55,22.43,56.29,33.63,19.98,11.94,22.81,13.63,21.91,13.09,18.51,11.05,25.11,15,23.44,14,15.28,9.13,12.05,7.2,11.98,7.15,11.54,6.89,11.79,7.04,21.03,12.56,114.33,68.29,27.94,16.69,259.71,155.13,5.34,3.19,29.56,17.66,12.87,7.69,16.57,9.9,22.44,13.41,59.1,35.3,18.78,11.22,25.16,15.03,20.09,12,91.01,54.37,12.56,7.5,9.05,5.41,34.63,20.69,40.18,24,11.47,6.85,55.04,32.88,33.06,19.75,6.75,4.03,9.31,5.56,2.93,1.75,59.13,35.32,37.56,22.44,42.9,25.63
300,7.84,1000,120,7.83,500,60,7.2,250,12,9.24,1000,36,8.24,500,12,6.24,250,3,3.86,2.31,770,461.17,631.87,378.44,3.96,72.96,43.7,37.82,22.65,56.56,33.88,17.43,10.44,23.48,14.06,24.33,14.57,19.79,11.86,23.38,14,23.65,14.17,16.17,9.69,12.09,7.24,12.37,7.41,12.92,7.74,11.64,6.97,20.66,12.38,118.3,70.85,26.82,16.06,251.62,150.7,11.69,7,30.99,18.56,14.37,8.6,16.99,10.17,23.06,13.81,55.85,33.45,18.73,11.22,25.57,15.31,19.2,11.5,91.81,54.99,11.83,7.08,8.28,4.96,34.33,20.56,43.41,26,9.74,5.83,54.68,32.75,33.45,20.03,6.94,4.16,9.86,5.91,3.33,1.99,61.65,36.92,39.34,23.56,44.25,26.5
301,7.66,1000,120,7.56,500,60,6.97,250,12,9.16,1000,36,8.16,500,12,6.16,250,3,3.85,2.31,783.37,470.42,627.18,376.63,3.6941,79.53,47.76,40.81,24.51,59.74,35.88,17.07,10.25,25.81,15.5,23.82,14.3,19.48,11.7,26.37,15.83,24.33,14.61,16.96,10.19,12.8,7.69,13.36,8.02,13.51,8.11,12.51,7.51,24.87,14.94,119.49,71.76,25.29,15.19,263.25,158.09,18.11,10.88,30.13,18.09,14.33,8.6,15.27,9.17,24.3,14.59,58.97,35.41,19.46,11.69,26.07,15.66,19.98,12,102.28,61.42,10.41,6.25,7.95,4.77,35.49,21.31,45.38,27.25,9.58,5.75,58.28,35,32.42,19.47,7.7,4.63,10.33,6.2,3.2,1.92,58.51,35.13,37.05,22.25,43.61,26.19
302,7.23,1000,120,7.06,500,60,6.44,250,12,9.15,1000,36,8.15,500,12,6.15,250,3,4.03,2.42,810.02,487.39,635.66,382.48,4.186,80.93,48.69,39.89,24,61.28,36.88,17.35,10.44,25.34,15.25,22.44,13.5,20.78,12.5,27.28,16.42,25.67,15.44,18.7,11.25,13.42,8.07,13.2,7.94,13.94,8.39,13.99,8.42,25.24,15.19,115.5,69.5,25.66,15.44,264.18,158.96,17.66,10.63,31.21,18.78,14.99,9.02,15.77,9.49,23.53,14.16,56.68,34.1,20.77,12.5,26.54,15.97,18.7,11.25,107.25,64.53,8.31,5,7.99,4.81,34.69,20.88,45.29,27.25,9.8,5.9,56.3,33.88,31.63,19.03,8.93,5.38,11.11,6.69,3.44,2.07,62.49,37.6,38.33,23.06,45.29,27.25
303,7.2,1000,120,7.08,500,60,6.49,250,12,9.11,1000,36,8.11,500,12,6.11,250,3,4.14,2.5,830.9,501.94,647.07,390.89,3.7642,85.15,51.44,39.45,23.83,60.01,36.25,16.66,10.06,26.59,16.06,21.62,13.06,20.65,12.47,26.62,16.08,27.41,16.56,17.38,10.5,13.61,8.22,13.42,8.11,14.72,8.89,13.82,8.35,27.31,16.5,108.06,65.28,25.66,15.5,248.24,149.96,8.28,5,33.99,20.53,15.04,9.08,16.31,9.85,24.73,14.94,55.01,33.23,21,12.69,27.31,16.5,19.86,12,105.8,63.91,9.66,5.83,8.39,5.07,35.07,21.19,47.18,28.5,9.86,5.96,52.35,31.63,34.4,20.78,10.19,6.16,11.77,7.11,3.54,2.14,61.22,36.98,43.97,26.56,48.21,29.13
304,7.09,1000,120,6.9,500,60,6.32,250,12,9.02,1000,36,8.02,500,12,6.02,250,3,4.26,2.58,850.44,514.76,636.13,385.04,3.2232,89.52,54.18,40.86,24.73,62.37,37.75,15.9,9.63,24.78,15,21.43,12.97,20.87,12.63,26.16,15.83,26.98,16.33,16.93,10.25,14.03,8.49,14.51,8.78,15.48,9.37,13.35,8.08,29.53,17.88,114.32,69.19,26.33,15.94,245.27,148.46,11.46,6.94,38.77,23.47,15.42,9.33,16.35,9.9,26.74,16.19,56.88,34.43,20.65,12.5,28.81,17.44,24.58,14.88,113.47,68.68,7.57,4.58,9.3,5.63,36.66,22.19,52.04,31.5,9.19,5.56,53.9,32.63,36.04,21.81,11.2,6.78,11.72,7.09,3.54,2.14,62.63,37.91,45.43,27.5,49.05,29.69
305,6.2,1000,120,5.94,500,60,5.68,250,12,8.9,1000,36,7.9,500,12,5.9,250,3,4.44,2.69,879.5,533.4,639.06,387.58,2.8968,82.01,49.74,41.15,24.96,69.46,42.13,17,10.31,24.22,14.69,21.53,13.06,21.38,12.97,24.32,14.75,26.66,16.17,18.14,11,16.33,9.91,14.76,8.95,15.56,9.44,13.67,8.29,26.9,16.31,119.31,72.36,25.87,15.69,220.85,133.94,10.61,6.44,38.54,23.38,15.9,9.65,17.6,10.67,27.21,16.5,60,36.39,23.24,14.09,29.37,17.81,24.53,14.88,116.33,70.55,6.18,3.75,9.77,5.93,36.89,22.38,52.35,31.75,9.74,5.91,56.06,34,35.14,21.31,11.85,7.19,12.34,7.48,3.43,2.08,63.93,38.77,48.54,29.44,49.26,29.88
306,6.21,1000,120,5.98,500,60,5.65,250,12,8.77,1000,36,7.77,500,12,5.77,250,3,4.56,2.77,895.59,543.87,635.94,386.19,3.4465,84.25,51.16,42.02,25.52,68.34,41.5,16.57,10.06,26.45,16.06,21.5,13.06,21.15,12.84,25.25,15.33,27.08,16.44,19.76,12,16.71,10.15,15.15,9.2,16.1,9.78,14.25,8.65,30.16,18.31,133.31,80.95,26.35,16,238.11,144.6,11.73,7.13,40.24,24.44,15.3,9.29,18.03,10.95,28.25,17.16,60.46,36.72,22.23,13.5,29.69,18.03,24.7,15,119.25,72.42,5.49,3.33,9.7,5.89,38.7,23.5,52.28,31.75,9.52,5.78,57.43,34.88,35.35,21.47,13.07,7.94,12.84,7.8,3.58,2.17,67.29,40.87,53.11,32.25,47.24,28.69
307,6.5,1000,120,6.22,500,60,5.71,250,12,8.77,1000,36,7.77,500,12,5.77,250,3,4.64,2.83,923.73,562.06,630.73,383.78,3.1976,85.8,52.21,42.31,25.74,71.08,43.25,16.43,10,26.71,16.25,19.27,11.73,21.47,13.06,27.12,16.5,26.48,16.11,19.72,12,16.52,10.05,14.71,8.95,16.68,10.15,14.75,8.97,26.81,16.31,151.87,92.41,25.58,15.56,225.14,136.99,11.3,6.88,44.84,27.28,16.16,9.83,17.32,10.54,29.38,17.88,59.45,36.17,23.01,14,29.74,18.09,30.81,18.75,129.25,78.64,5.48,3.33,9.86,6,39.44,24,55.88,34,10.36,6.3,56.7,34.5,37.13,22.59,14.79,9,12.81,7.8,3.77,2.3,68.07,41.42,55.06,33.5,46.53,28.31
