tick,bonds.long.interest,bonds.long.minimum,bonds.long.term,bonds.mid.interest,bonds.mid.minimum,bonds.mid.term,bonds.short.interest,bonds.short.minimum,bonds.short.term,cds.long.interest,cds.long.minimum,cds.long.term,cds.mid.interest,cds.mid.minimum,cds.mid.term,cds.short.interest,cds.short.minimum,cds.short.term,crop.adjusted,crop.value,fund.adjusted,fund.value,gold.adjusted,gold.value,savings.rate,stocks.1595.adjusted,stocks.1595.value,stocks.1667.adjusted,stocks.1667.value,stocks.1671.adjusted,stocks.1671.value,stocks.1673.adjusted,stocks.1673.value,stocks.1675.adjusted,stocks.1675.value,stocks.1677.adjusted,stocks.1677.value,stocks.1679.adjusted,stocks.1679.value,stocks.1681.adjusted,stocks.1681.value,stocks.1683.adjusted,stocks.1683.value,stocks.1685.adjusted,stocks.1685.value,stocks.1687.adjusted,stocks.1687.value,stocks.1689.adjusted,stocks.1689.value,stocks.1691.adjusted,stocks.1691.value,stocks.1693.adjusted,stocks.1693.value,stocks.1695.adjusted,stocks.1695.value,stocks.1699.adjusted,stocks.1699.value,stocks.1701.adjusted,stocks.1701.value,stocks.1703.adjusted,stocks.1703.value,stocks.1705.adjusted,stocks.1705.value,stocks.232.adjusted,stocks.232.value,stocks.280.adjusted,stocks.280.value,stocks.282.adjusted,stocks.282.value,stocks.283.adjusted,stocks.283.value,stocks.284.adjusted,stocks.284.value,stocks.287.adjusted,stocks.287.value,stocks.288.adjusted,stocks.288.value,stocks.289.adjusted,stocks.289.value,stocks.290.adjusted,stocks.290.value,stocks.291.adjusted,stocks.291.value,stocks.292.adjusted,stocks.292.value,stocks.297.adjusted,stocks.297.value,stocks.298.adjusted,stocks.298.value,stocks.300.adjusted,stocks.300.value,stocks.301.adjusted,stocks.301.value,stocks.302.adjusted,stocks.302.value,stocks.303.adjusted,stocks.303.value,stocks.304.adjusted,stocks.304.value,stocks.305.adjusted,stocks.305.value,stocks.306.adjusted,stocks.306.value,stocks.307.adjusted,stocks.307.value,stocks.45.adjusted,stocks.45.value
243,8.65,1000,120,8.65,500,60,8.35,250,12,11.42,1000,36,10.42,500,12,8.42,250,3,5.09,2.61,664.36,340.79,729.67,374.29,4.342,47.73,24.48,40.98,21.02,35.33,18.13,15.35,7.88,11.94,6.13,16.19,8.31,14.73,7.55,18.2,9.33,,,13.4,6.88,17.34,8.9,7.21,3.7,11.78,6.04,10.99,5.64,9.02,4.63,38.79,19.9,34.24,17.56,192.29,98.64,14.38,7.38,51.84,26.59,10.46,5.36,,,13.83,7.09,46.73,23.97,19.07,9.78,22.48,11.53,4.39,2.25,44.5,22.83,,,17.26,8.85,27.54,14.13,45.81,23.5,,,58.97,30.25,31.56,16.19,0,0,,,3.81,1.95,48.9,25.09,47.03,24.13,40.02,20.53
244,9.08,1000,120,9.08,500,60,8.56,250,12,11.35,1000,36,10.35,500,12,8.35,250,3,5.54,2.85,643.88,330.8,718.34,369.05,4.28,42.53,21.85,41.14,21.13,34.43,17.69,13.99,7.19,12.41,6.38,17.16,8.82,14.63,7.52,19.06,9.79,,,12.9,6.63,17.66,9.07,7.32,3.76,9.96,5.12,9.92,5.1,8.52,4.38,39.91,20.5,31.99,16.44,183.59,94.32,11.68,6,53.28,27.38,10.42,5.35,,,13.87,7.13,44.54,22.88,18.49,9.5,22.14,11.38,3.65,1.88,45.84,23.55,,,15.84,8.14,26.76,13.75,43.8,22.5,10.95,5.63,56.93,29.25,29.32,15.06,0,0,,,3.85,1.98,47.39,24.35,46.15,23.71,38.81,19.94
245,8.44,1000,120,8.38,500,60,8.06,250,12,11.23,1000,36,10.23,500,12,8.23,250,3,5.33,2.76,698.84,361.26,681.3,352.19,4.9972,40.35,20.86,45.12,23.33,34.58,17.88,16.32,8.44,11.61,6,19.21,9.93,16.14,8.34,22,11.38,,,12.33,6.38,18.18,9.4,8.25,4.26,11.15,5.77,11.28,5.83,10.28,5.31,48.7,25.18,32.76,16.94,178.98,92.52,9.43,4.88,58.28,30.13,11.22,5.8,,,15.6,8.06,46.69,24.13,18.86,9.75,23.27,12.03,3.87,2,52.58,27.18,,,16.23,8.39,28.29,14.63,43.04,22.25,12.23,6.32,56.58,29.25,32.52,16.81,0,0,,,3.73,1.93,50.44,26.07,53.44,27.63,40.02,20.69
246,8.43,1000,120,8.35,500,60,8.05,250,12,11.1,1000,36,10.1,500,12,8.1,250,3,5.6,2.91,688.66,357.64,698.69,362.85,4.508,39.11,20.31,43.4,22.54,29.12,15.13,16.61,8.63,12.88,6.69,18.41,9.56,17.9,9.3,19.66,10.21,,,11.55,6,17.65,9.17,9.08,4.71,11.58,6.01,10.75,5.58,9.03,4.69,48.4,25.14,32.49,16.88,182.63,94.84,11.07,5.75,56.62,29.41,11.15,5.79,,,16.34,8.48,46.79,24.3,17.99,9.34,23.23,12.06,7.46,3.88,54.74,28.43,,,15.91,8.26,26.24,13.63,41.4,21.5,11.63,6.04,56.32,29.25,32.07,16.66,0,0,,,3.76,1.95,48.78,25.33,56.8,29.5,41.46,21.53
247,8.29,1000,120,8.06,500,60,7.63,250,12,10.97,1000,36,9.97,500,12,7.97,250,3,4.88,2.56,680.06,356.15,755.14,395.47,4.7306,38.37,20.09,42.29,22.15,25.3,13.25,13.84,7.25,12.59,6.59,17.81,9.33,18.15,9.5,18.78,9.83,,,10.98,5.75,16.59,8.69,9.27,4.85,12.07,6.32,10,5.24,6.56,3.44,46.78,24.5,31.27,16.38,169.96,89.01,11.7,6.13,53.41,27.97,11.38,5.96,,,16.8,8.8,48.06,25.17,17.01,8.91,24.82,13,11.22,5.88,50.91,26.66,,,16.37,8.57,25.96,13.59,44.87,23.5,11.06,5.79,57.05,29.88,35.92,18.81,0,0,,,4.03,2.11,53.08,27.8,55.14,28.88,43.2,22.63
248,8.86,1000,120,8.5,500,60,7.76,250,12,11.06,1000,36,10.06,500,12,8.06,250,3,4.46,2.35,604.43,318.71,737.4,388.82,3.9576,33.73,17.79,35.18,18.55,22.52,11.88,10.9,5.75,11.79,6.22,17.09,9.01,16.7,8.81,17.62,9.29,,,9.96,5.25,14.74,7.77,8.57,4.52,10.99,5.8,8.77,4.63,4.98,2.63,40.17,21.18,30.34,16,148.05,78.06,9.72,5.13,48.18,25.41,9.74,5.14,,,15.47,8.16,45.25,23.86,15.41,8.13,23.23,12.25,8.77,4.63,43.29,22.83,,,15.14,7.98,23.11,12.19,38.4,20.25,8.97,4.73,50.02,26.38,38.58,20.34,0,0,,,3.56,1.88,44.3,23.36,45.75,24.13,37.22,19.63
249,8.71,1000,120,8.38,500,60,7.63,250,12,11.06,1000,36,10.06,500,12,8.06,250,3,4.2,2.23,576.6,306.1,716.54,380.39,4.6543,28.75,15.26,40.13,21.3,16.25,8.63,9.65,5.13,10.95,5.81,17.25,9.16,16.01,8.5,16.48,8.75,,,8.48,4.5,13.74,7.29,8.46,4.49,11.38,6.04,8.01,4.25,4.94,2.63,36.42,19.33,28.96,15.38,122.55,65.06,8.01,4.25,50.45,26.78,8.56,4.54,,,15.07,8,45.77,24.3,10.36,5.5,23.13,12.28,9.89,5.25,32.83,17.43,,,14.22,7.55,24.78,13.16,32.49,17.25,8.24,4.38,49.68,26.38,36.85,19.56,0,0,,,3.19,1.7,40.99,21.76,39.79,21.13,36.67,19.47
250,8.57,1000,120,8.15,500,60,7.32,250,12,11.03,1000,36,10.03,500,12,8.03,250,3,4.32,2.3,571.34,303.99,717.45,381.73,4.758,24.35,12.96,44.47,23.66,14.57,7.75,8.46,4.5,10.45,5.56,16.3,8.67,16.19,8.61,16.84,8.96,,,8.46,4.5,12.04,6.41,8.6,4.57,11.82,6.29,7.02,3.74,3.64,1.94,30.6,16.28,30.31,16.13,119.49,63.58,8.93,4.75,49.51,26.34,8.09,4.3,,,15.09,8.03,52.22,27.78,8.16,4.34,23.2,12.34,10.57,5.63,28.47,15.15,,,14.6,7.77,25.55,13.59,32.42,17.25,7.48,3.98,52.86,28.13,36.3,19.31,0,0,,,3.07,1.63,43.09,22.93,41.94,22.31,37.12,19.75
251,8.26,1000,120,7.91,500,60,7.31,250,12,10.82,1000,36,9.82,500,12,7.82,250,3,4.41,2.36,592.49,316.42,707.21,377.69,4.8246,28.17,15.04,44.73,23.89,15.1,8.06,11,5.88,10.77,5.75,16.79,8.97,17.56,9.38,18.49,9.88,,,8.19,4.38,14.45,7.72,8.85,4.73,12.76,6.81,8.04,4.29,3.74,2,28.02,14.96,31.48,16.81,132.09,70.54,7.96,4.25,52.25,27.91,8.27,4.42,,,15.92,8.5,49.37,26.37,11,5.88,23.46,12.53,9.83,5.25,34.77,18.57,,,14.43,7.7,25.57,13.66,30.9,16.5,8.45,4.51,52.43,28,37.57,20.06,0,0,,,3.15,1.68,44.78,23.92,40.26,21.5,37.51,20.03
252,8.08,1000,120,7.68,500,60,6.82,250,12,10.17,1000,36,9.17,500,12,7.17,250,3,4.32,2.32,613.22,328.71,714.57,383.04,4.2284,28.78,15.43,45.09,24.17,17.72,9.5,10.61,5.69,10.49,5.63,16.45,8.82,18.5,9.92,19.2,10.29,,,8.63,4.63,15.31,8.21,9.21,4.94,12.77,6.85,8.37,4.49,4.43,2.38,29.32,15.72,31.71,17,140.27,75.19,8.16,4.38,52.88,28.34,8.94,4.79,,,16.59,8.89,50,26.8,10.84,5.81,24.02,12.88,10.73,5.75,35.23,18.88,,,14.03,7.52,26,13.94,35.44,19,8.59,4.6,52,27.88,35.85,19.22,0,0,,,3.09,1.66,49.21,26.38,42.79,22.94,40.23,21.56
253,7.91,1000,120,7.45,500,60,6.27,250,12,9.52,1000,36,8.52,500,12,6.52,250,3,4.55,2.44,641.1,343.91,678.34,363.89,4.389,39.71,21.3,40.65,21.81,18.99,10.19,12.93,6.94,11.18,6,14.99,8.04,18.1,9.71,20.66,11.08,,,8.97,4.81,16.27,8.73,9,4.83,13.68,7.34,9.17,4.92,6.76,3.63,30.63,16.43,32.16,17.25,161.85,86.82,10.02,5.38,58.95,31.63,9.9,5.31,,,17.77,9.53,44.89,24.08,13.17,7.06,23.88,12.81,10.72,5.75,41.2,22.1,,,14.3,7.67,24.35,13.06,37.75,20.25,10.18,5.46,51.5,27.63,33.38,17.91,0,0,,,3.12,1.67,53.89,28.91,46.02,24.69,39.5,21.19
254,8.12,1000,120,7.78,500,60,6.52,250,12,9.45,1000,36,8.45,500,12,6.45,250,3,4.75,2.55,684.27,367.07,677.11,363.23,4.4336,46.36,24.87,40.86,21.92,19.22,10.31,15.96,8.56,11.77,6.31,15.99,8.58,20.56,11.03,23.53,12.63,,,9.09,4.88,16.19,8.69,9.6,5.15,14.25,7.65,10.05,5.39,7.46,4,33.72,18.09,33.67,18.06,168.03,90.14,10.49,5.63,59.77,32.06,10.47,5.61,,,18.9,10.14,45.7,24.52,13.69,7.34,25.57,13.72,10.95,5.88,47.19,25.32,,,14.13,7.58,24.99,13.41,42.88,23,10.58,5.68,52.89,28.38,35.83,19.22,0,0,,,3.12,1.67,56.19,30.14,44.97,24.13,41.01,22
255,8.07,1000,120,7.74,500,60,6.27,250,12,9.06,1000,36,8.06,500,12,6.06,250,3,4.78,2.57,697.91,375.22,666.57,358.37,4.2009,46.77,25.14,42.76,22.99,21.74,11.69,16.39,8.81,11.16,6,16.04,8.62,22.15,11.91,24.1,12.96,,,10.46,5.63,16.12,8.67,9.92,5.33,15.26,8.2,10.85,5.83,9.53,5.13,32.11,17.26,33.48,18,165.45,88.95,14.88,8,52.95,28.47,10.79,5.8,,,22.23,11.95,46.81,25.17,15.98,8.59,27.14,14.59,16.97,9.13,46.7,25.11,,,14.22,7.64,26.04,14,46.27,24.88,10.89,5.85,54.41,29.25,32.26,17.34,0,0,,,3.07,1.65,55.72,29.96,43.71,23.5,41.15,22.13
256,8.01,1000,120,7.63,500,60,6.09,250,12,8.91,1000,36,7.91,500,12,5.91,250,3,4.68,2.52,695.58,375.35,661.52,356.97,3.654,46.49,25.09,41.66,22.48,19.69,10.63,17.6,9.5,11.23,6.06,16.43,8.87,21.44,11.57,26.72,14.42,,,9.96,5.38,16.33,8.81,10.53,5.68,15.66,8.45,10.19,5.5,11.23,6.06,36.04,19.45,32.78,17.69,161.18,86.98,15.75,8.5,47.49,25.63,10.96,5.92,,,21.83,11.78,44.82,24.19,17.03,9.19,27.68,14.94,16.21,8.75,45.95,24.8,,,14.45,7.8,24.55,13.25,42.62,23,11.56,6.24,55.13,29.75,33.24,17.94,0,0,,,3.23,1.74,57.45,31,42.39,22.88,41.29,22.28
257,8.06,1000,120,7.69,500,60,6.16,250,12,9.07,1000,36,8.07,500,12,6.07,250,3,4.54,2.46,714.98,386.96,677.86,366.87,3.8192,47.57,25.75,39.36,21.3,24.25,13.13,20.67,11.19,11.14,6.03,16.02,8.67,22.48,12.17,26.79,14.5,,,9.93,5.38,15.71,8.5,10.83,5.86,15.84,8.57,10.26,5.56,12.36,6.69,38.72,20.95,34.07,18.44,154.83,83.79,14.55,7.88,48.21,26.09,11.7,6.33,,,21.05,11.39,45.1,24.41,19.05,10.31,26.96,14.59,17.32,9.38,48.31,26.14,,,14.12,7.64,23.73,12.84,43.42,23.5,12.01,6.5,53.58,29,31.64,17.13,0,0,,,3.39,1.84,63.43,34.33,44.81,24.25,43.42,23.5
258,8.26,1000,120,7.93,500,60,6.38,250,12,8.98,1000,36,7.98,500,12,5.98,250,3,4.23,2.29,684.82,371.18,678.16,367.57,3.7004,43.86,23.77,39.93,21.64,30.9,16.75,18.33,9.94,10.72,5.81,17.08,9.26,21.73,11.78,25.37,13.75,,,10.15,5.5,15.41,8.35,10.79,5.85,14.68,7.96,9.69,5.25,11.42,6.19,37.13,20.13,33.79,18.31,154.6,83.79,13.84,7.5,45.03,24.41,11.45,6.21,,,19.49,10.56,44.63,24.19,16.6,9,26.93,14.59,26.75,14.5,43.26,23.45,,,12.52,6.79,24.73,13.41,40.59,22,11.01,5.97,52.35,28.38,29.87,16.19,0,0,,,3.63,1.97,64.93,35.19,42.2,22.88,43.41,23.53
259,8.2,1000,120,7.78,500,60,6.23,250,12,8.65,1000,36,7.65,500,12,5.65,250,3,4.83,2.63,713.41,387.81,654.67,355.88,3.6134,45.24,24.59,39.6,21.53,34.84,18.94,20.93,11.38,10.29,5.59,17.75,9.65,24.09,13.09,23.15,12.58,,,11.96,6.5,15.46,8.41,11.17,6.07,15.65,8.51,9.2,5,10.35,5.63,36.12,19.64,35.41,19.25,151.18,82.18,15.18,8.25,46.45,25.25,11.25,6.11,,,21.07,11.45,46.9,25.5,15.98,8.69,27.36,14.88,26.67,14.5,47.71,25.94,,,13.92,7.57,24.78,13.47,40.47,22,10.56,5.74,54.73,29.75,32.48,17.66,0,0,,,3.88,2.11,62.7,34.09,42.54,23.13,40.36,21.94
260,7.82,1000,120,7.34,500,60,5.72,250,12,8.47,1000,36,7.47,500,12,5.47,250,3,4.65,2.54,727.21,396.47,639.92,348.88,3.8324,47.02,25.64,40.83,22.26,35.19,19.19,22.24,12.13,10.43,5.69,19.14,10.44,24.26,13.22,23.54,12.83,,,12.61,6.88,16.07,8.76,11.27,6.14,16.23,8.85,8.61,4.69,11.23,6.13,37.81,20.62,35.88,19.56,170.17,92.78,12.84,7,43.91,23.94,11.41,6.22,,,21.32,11.63,48.16,26.26,17.88,9.75,27,14.72,26.14,14.25,51.57,28.12,,,17.98,9.8,24.99,13.63,39.89,21.75,12.15,6.63,55.03,30,33.02,18,0,0,,,3.94,2.15,63.08,34.39,45.86,25,40.01,21.81
261,7.45,1000,120,6.9,500,60,5.42,250,12,8.33,1000,36,7.33,500,12,5.33,250,3,4.67,2.55,710.38,387.86,657.1,358.77,3.0894,49.07,26.79,37.58,20.52,40.18,21.94,20.72,11.31,11.22,6.13,19.4,10.59,22.99,12.55,24.27,13.25,,,11.68,6.38,17.15,9.36,11.07,6.05,15.19,8.29,9.21,5.03,8.47,4.63,32.86,17.94,35.6,19.44,180.45,98.52,14.88,8.13,47.45,25.91,10.65,5.81,,,20.26,11.06,51.88,28.33,16.31,8.91,27.36,14.94,32.05,17.5,53.97,29.46,,,16.87,9.21,25.64,14,37.09,20.25,11.22,6.13,56.09,30.63,33.02,18.03,0,0,,,4.21,2.3,61.3,33.47,46.48,25.38,41.44,22.63
262,7.48,1000,120,6.71,500,60,5.03,250,12,7.94,1000,36,6.94,500,12,4.94,250,3,4.63,2.54,715.67,392.46,657.25,360.42,2.9677,51.46,28.22,38.54,21.13,45.59,25,16.18,8.88,11.23,6.16,20.52,11.26,23.31,12.78,24.31,13.33,,,12.42,6.81,16.01,8.78,12.18,6.68,16.76,9.19,10.54,5.78,11.63,6.38,34.71,19.03,36.81,20.19,194.63,106.73,12.99,7.13,44.85,24.59,10.56,5.79,,,21.63,11.86,50.07,27.46,17.04,9.34,27.87,15.28,30.54,16.75,55.62,30.5,,,16.18,8.87,27.52,15.09,35.1,19.25,9.73,5.33,57.67,31.63,31.68,17.38,0,0,,,4.09,2.24,68.68,37.66,44.91,24.63,41.6,22.81
263,7.38,1000,120,6.48,500,60,4.69,250,12,7.47,1000,36,6.47,500,12,4.47,250,3,4.47,2.46,684.67,376.55,656.54,361.08,2.4388,49.21,27.06,36.89,20.29,43.87,24.13,16.14,8.88,11.53,6.34,20.65,11.36,24.61,13.53,22.58,12.42,,,13.41,7.38,16.1,8.85,11.73,6.45,16.37,9,10.56,5.81,13.07,7.19,32.69,17.98,37.73,20.75,211.98,116.59,11.82,6.5,42.67,23.47,9.89,5.44,,,21.73,11.95,49.73,27.35,15.68,8.63,26.59,14.63,29.55,16.25,49.43,27.18,,,15.05,8.28,26.02,14.31,32.27,17.75,8.75,4.81,57.28,31.5,29.32,16.13,0,0,,,3.71,2.04,60.07,33.04,40.12,22.06,39.55,21.75
264,6.71,1000,120,5.93,500,60,4.12,250,12,7.05,1000,36,6.05,500,12,4.05,250,3,4.57,2.52,754.29,415.14,644.24,354.57,2.7192,54.66,30.08,38.91,21.42,48.83,26.88,16.01,8.81,13.17,7.25,24.35,13.4,27.08,14.9,23.62,13,,,12.72,7,16.54,9.1,13.71,7.55,18.15,9.99,12.37,6.81,15.9,8.75,35.4,19.48,37.7,20.75,220.42,121.31,10.22,5.63,40.94,22.53,11.62,6.4,9.32,5.13,26.23,14.44,54.64,30.07,18.4,10.13,26.8,14.75,32.25,17.75,59.38,32.68,,,12.4,6.82,29.18,16.06,34.07,18.75,9.24,5.08,60.87,33.5,29.53,16.25,0,0,,,4.32,2.38,63.16,34.76,42.47,23.38,42.7,23.5
265,7.31,1000,120,6.44,500,60,4.23,250,12,7.07,1000,36,6.07,500,12,4.07,250,3,4.79,2.64,746.33,411.65,641.32,353.73,2.3688,59.62,32.88,37.91,20.91,54.16,29.88,17,9.38,12.92,7.13,22.08,12.18,26.27,14.49,21.45,11.83,,,12.46,6.88,16.15,8.91,12.51,6.9,16.55,9.13,11.08,6.11,17.45,9.63,41.75,23.03,37.73,20.81,226.01,124.66,17.9,9.88,41.64,22.97,11.54,6.36,10.17,5.61,24.19,13.34,51.76,28.55,20,11.03,26.86,14.81,29.91,16.5,62.07,34.24,,,12.3,6.79,27.99,15.44,35.58,19.63,9.95,5.49,58.7,32.38,28.44,15.69,0,0,,,4.02,2.22,66.38,36.61,47.82,26.38,42.27,23.31
266,7.27,1000,120,6.58,500,60,4.35,250,12,7.25,1000,36,6.25,500,12,4.25,250,3,4.91,2.72,747.64,413.86,621.8,344.2,2.436,63.07,34.91,35.54,19.67,55.32,30.63,18.07,10,13.44,7.44,21.53,11.92,26.04,14.41,21.83,12.08,,,12.65,7,16.15,8.94,12.92,7.15,16.15,8.94,10.96,6.07,16.37,9.06,42.21,23.37,36.47,20.19,231.87,128.35,17.84,9.88,39.91,22.09,11.91,6.59,12.03,6.66,23.15,12.81,50.19,27.78,21.17,11.72,25.91,14.34,29.81,16.5,62.41,34.55,,,12.32,6.82,27.1,15,35.68,19.75,10.16,5.63,56.23,31.13,26.76,14.81,0,0,,,4.22,2.34,66.81,36.98,41.21,22.81,41.55,23
267,7.46,1000,120,6.82,500,60,4.48,250,12,7,1000,36,6,500,12,4,250,3,4.69,2.6,727.67,403.67,609.9,338.34,2.912,56.41,31.29,33.44,18.55,58.81,32.63,16.34,9.06,11.83,6.56,19.46,10.79,24.3,13.48,20.28,11.25,,,12.96,7.19,16.13,8.95,12.37,6.86,15.95,8.85,10.19,5.65,15.89,8.81,40.69,22.58,34.59,19.19,221.41,122.83,15.1,8.38,37.63,20.88,11.34,6.29,12.46,6.91,21.86,12.13,50.28,27.89,20.17,11.19,24.56,13.63,27.94,15.5,59.29,32.89,,,10.75,5.96,25.86,14.34,31.55,17.5,9.31,5.17,54.98,30.5,23.66,13.13,0,0,,,3.92,2.17,65.11,36.12,39.55,21.94,40,22.19
268,7.56,1000,120,6.82,500,60,4.28,250,12,6.82,1000,36,5.82,500,12,3.82,250,3,4.56,2.53,746.39,414.95,606.56,337.21,2.6108,58.46,32.5,35.99,20.01,65.43,36.38,15.4,8.56,12.25,6.81,18.04,10.03,23.69,13.17,18.89,10.5,,,13.83,7.69,16.39,9.11,13.32,7.41,16.53,9.19,10.34,5.75,15.96,8.88,43.59,24.23,33.16,18.44,227.82,126.65,11.69,6.5,41.03,22.81,11.45,6.36,14.93,8.3,21.22,11.8,53.11,29.53,21.36,11.88,27.04,15.03,22.03,12.25,61.02,33.93,,,12.34,6.86,27.99,15.56,32.83,18.25,9.2,5.11,57.56,32,26.48,14.72,0,0,,,3.91,2.17,65.41,36.37,39.57,22,41.93,23.31
269,7.39,1000,120,6.69,500,60,4.32,250,12,6.86,1000,36,5.86,500,12,3.86,250,3,4.64,2.59,744.98,415.35,611.55,340.96,2.5056,58.49,32.61,34.78,19.39,63.67,35.5,14.29,7.97,14.07,7.84,18.81,10.49,23.44,13.07,21.97,12.25,,,15.81,8.81,17.11,9.54,13.39,7.46,17.03,9.5,10.29,5.74,13.9,7.75,43.06,24.01,32.73,18.25,239.86,133.73,12.33,6.88,40.58,22.63,11.43,6.38,14.48,8.07,21.64,12.06,52.57,29.31,20.68,11.53,27.24,15.19,23.32,13,57.5,32.06,,,12.57,7.01,27.02,15.06,34.08,19,10.16,5.67,57.84,32.25,27.02,15.06,8.18,4.56,,,4.02,2.24,62.13,34.64,39.35,21.94,42.77,23.84
270,7.1,1000,120,6.27,500,60,4.04,250,12,6.37,1000,36,5.37,500,12,3.37,250,3,4.61,2.58,730.07,408.2,631.86,353.29,2.1816,54.79,30.63,35.99,20.12,61.7,34.5,12.58,7.03,14.76,8.25,17.29,9.67,24.76,13.84,20.57,11.5,24.77,13.85,14.53,8.13,16.58,9.27,11.89,6.65,15.94,8.91,11.13,6.22,7.82,4.38,41.45,23.18,33.09,18.5,211.4,118.2,10.28,5.75,43.76,24.47,11.64,6.51,14.93,8.35,19.95,11.16,53.39,29.85,21.35,11.94,27.67,15.47,23.25,13,57.15,31.95,8.94,5,11.6,6.49,27.27,15.25,33.98,19,9.95,5.56,57.01,31.88,21.8,12.19,7.6,4.25,,,3.93,2.2,61.73,34.52,35.88,20.06,43.37,24.25
271,6.72,1000,120,5.84,500,60,3.62,250,12,6.31,1000,36,5.31,500,12,3.31,250,3,3.93,2.2,756.57,423.92,611.56,342.67,1.8824,59.37,33.27,37.82,21.19,60.35,33.81,13.16,7.38,16.29,9.13,20.18,11.31,25.49,14.28,23.8,13.33,24.46,13.7,15.17,8.5,17.49,9.8,12.07,6.76,16.84,9.44,10.88,6.1,7.7,4.31,45.54,25.51,34.69,19.44,240.2,134.59,10.71,6,42.33,23.72,11.32,6.34,14.78,8.28,22.14,12.41,56.39,31.6,20.64,11.56,28.22,15.81,23.65,13.25,63.7,35.69,6.69,3.75,11.71,6.56,29.17,16.34,32.12,18,9.7,5.44,61.57,34.5,22.03,12.34,8.81,4.94,,,3.71,2.08,58.74,32.91,35.25,19.75,44.73,25.06
272,6.56,1000,120,5.52,500,60,3.45,250,12,6.13,1000,36,5.13,500,12,3.13,250,3,3.92,2.2,737.35,414.03,615.68,345.71,1.8975,58.95,33.1,38.74,21.75,56.32,31.63,12.02,6.75,16.97,9.53,18.56,10.42,25.48,14.31,23.6,13.25,23.68,13.3,14.69,8.25,17.05,9.57,12.19,6.85,15.81,8.88,10.09,5.67,9.02,5.06,45.84,25.74,33.73,18.94,258.9,145.37,9.13,5.13,38.57,21.66,10.96,6.16,13.28,7.46,21.93,12.31,56.08,31.49,19.03,10.69,28.55,16.03,21.37,12,58.76,32.99,7.42,4.17,10.16,5.7,29.61,16.63,32.5,18.25,9.87,5.54,57.66,32.38,21.15,11.88,8.4,4.72,,,3.66,2.05,54.67,30.7,33.17,18.63,43.74,24.56
273,6.23,1000,120,5.18,500,60,2.96,250,12,6.26,1000,36,5.26,500,12,3.26,250,3,3.79,2.14,740.91,417.8,610.34,344.17,1.9832,61.14,34.48,38.77,21.86,54.53,30.75,12.75,7.19,15.35,8.66,19.34,10.9,24.32,13.71,26.45,14.92,25.75,14.52,14.96,8.44,18.51,10.44,11.34,6.4,14.33,8.08,9.83,5.54,9.86,5.56,46.85,26.42,30.04,16.94,243.87,137.52,9.31,5.25,35.91,20.25,11.6,6.54,12.86,7.25,21,11.84,55.65,31.38,19.62,11.06,28.43,16.03,19.95,11.25,64.21,36.21,5.17,2.92,9.92,5.59,30.31,17.09,31.48,17.75,10.34,5.83,58.52,33,20.73,11.69,7.92,4.47,,,3.46,1.95,55.64,31.37,32.47,18.31,45.44,25.63
274,6.8,1000,120,5.9,500,60,3.54,250,12,6.58,1000,36,5.58,500,12,3.58,250,3,3.66,2.07,744.24,420.86,592.26,334.92,1.9824,58.44,33.05,37.87,21.42,61.78,34.94,15.03,8.5,17.08,9.66,20.23,11.44,24.3,13.74,24.61,13.92,26.07,14.74,15.14,8.56,16.73,9.46,11.51,6.51,14.45,8.17,10.32,5.83,14.15,8,51.58,29.17,32.16,18.19,259.39,146.68,12.16,6.88,29.18,16.5,11.44,6.47,11.94,6.75,21.99,12.44,54.91,31.05,20.67,11.69,27.35,15.47,22.55,12.75,63.11,35.69,6.63,3.75,8.97,5.07,29.73,16.81,28.29,16,11.49,6.5,57.47,32.5,19.73,11.16,9.06,5.13,,,3.55,2.01,56.9,32.17,31.94,18.06,45.76,25.88
275,6.94,1000,120,6.24,500,60,3.86,250,12,6.48,1000,36,5.48,500,12,3.48,250,3,3.88,2.2,761.72,431.35,591.24,334.81,2.4318,61.07,34.58,37.52,21.25,63.46,35.94,16.56,9.38,16.11,9.13,20.68,11.71,25.63,14.52,27.81,15.75,26.36,14.93,14.79,8.38,17.18,9.73,12.14,6.87,15.83,8.96,11.16,6.32,15.78,8.94,54.71,30.98,29.69,16.81,280.86,159.05,13.91,7.88,30.19,17.09,12.14,6.88,13.57,7.69,22.18,12.56,54.84,31.05,22.24,12.59,26.27,14.88,23.4,13.25,70.72,40.05,9.57,5.42,8.56,4.85,30.46,17.25,29.14,16.5,11.4,6.46,54.96,31.13,19.42,11,8.33,4.72,,,3.78,2.14,56.71,32.11,31.01,17.56,44.92,25.44
